"Defendant.Id","Republican.Judge","Severity.Of.Crime","Months.In.Jail","Recidivates"
3442,0,2,11.3,1
3443,1,1,4.5,0
3444,1,3,0,0
3445,1,2,32.4,1
3446,1,3,0,1
3447,1,1,5.7,0
3448,0,3,0,1
3449,0,1,2.2,0
3450,0,2,15.4,1
3451,0,2,16.9,1
3452,0,3,53,1
3453,0,2,0,0
3454,0,1,4.5,0
3455,1,1,0,1
3456,1,2,0,0
3457,0,1,6,0
3458,0,3,56.4,0
3459,1,2,29.7,1
3460,0,1,0.9,0
3461,1,2,0,0
3462,1,1,5.6,0
3463,0,1,0.8,1
3464,0,3,51.2,0
3465,0,3,51.8,0
3466,0,2,17.5,1
3467,1,1,4.8,1
3468,0,1,4.9,1
3469,1,2,26,1
3470,0,3,48.4,1
3471,1,2,24.1,1
3472,0,2,11.2,0
3473,1,2,0,0
3474,1,1,0,0
3475,0,3,38.3,1
3476,0,3,0,0
3477,1,3,45.7,1
3478,0,3,54.5,0
3479,0,3,0,0
3480,0,1,1.5,0
3481,0,2,12.3,0
3482,1,3,0,1
3483,0,1,2.4,0
3484,1,2,26.3,1
3485,1,1,0,0
3486,0,2,14.1,0
3487,0,3,39.6,0
3488,0,3,55.3,0
3489,1,3,41.9,1
3490,1,2,13.2,0
3491,0,1,0.2,0
3492,0,3,42.2,0
3493,1,2,20.8,1
3494,1,1,4.7,0
3495,0,2,8.6,0
3496,0,3,41.9,1
3497,1,2,0,0
3498,0,1,1.3,0
3499,1,1,4.1,0
3500,1,3,37.6,0
3501,1,1,0,0
3502,0,3,56.2,1
3503,0,3,45.1,1
3504,1,2,0,0
3505,0,3,51.6,0
3506,1,3,58.9,1
3507,0,3,36.6,0
3508,0,2,9,0
3509,0,3,0,1
3510,1,3,36.4,1
3511,1,1,4.5,0
3512,0,1,4.9,0
3513,0,3,39.4,1
3514,0,1,0.3,0
3515,1,2,16.5,0
3516,0,2,0,0
3517,1,3,40.5,1
3518,1,2,18.8,1
3519,0,3,40.3,0
3520,1,3,59.8,1
3521,1,3,0,0
3522,0,2,0,0
3523,0,1,2.3,0
3524,1,1,5.6,0
3525,1,1,4.4,0
3526,1,2,0,0
3527,0,1,2,0
3528,1,2,23.3,1
3529,1,2,31.3,1
3530,0,3,53.4,0
3531,0,3,42.2,0
3532,1,2,18,0
3533,0,3,49.2,1
3534,0,2,8.7,0
3535,1,2,17.6,0
3536,1,2,22.9,1
3537,1,3,56.9,1
3538,0,1,2.8,0
3539,0,2,0,0
3540,1,1,1.2,0
3541,1,1,1.6,0
3542,0,3,0,1
3543,0,3,53.1,1
3544,0,1,2,0
3545,1,2,27.1,1
3546,0,1,5.1,0
3547,0,3,47.5,1
3548,1,2,29,1
3549,1,2,0,0
3550,1,2,22.1,0
3551,1,2,27.7,1
3552,0,1,1.1,0
3553,1,2,14.8,0
3554,1,1,2.6,0
3555,0,3,0,0
3556,1,1,0,0
3557,0,1,5.2,0
3558,0,1,2.8,0
3559,1,2,27.4,1
3560,0,1,2.9,0
3561,1,3,59.9,1
3562,1,1,3.6,1
3563,0,2,0,0
3564,1,3,56,0
3565,1,2,0,0
3566,1,3,37.6,1
3567,1,3,0,0
3568,0,1,2.1,0
3569,0,2,7.1,0
3570,1,2,19,1
3571,1,2,0,0
3572,0,2,8.9,0
3573,1,2,12.8,0
3574,0,2,14,1
3575,0,2,0,0
3576,1,3,56.3,0
3577,0,3,0,0
3578,0,2,10.7,0
3579,1,1,1.2,0
3580,1,1,0,0
3581,1,2,0,0
3582,0,3,57.4,1
3583,1,3,0,0
3584,0,1,0,0
3585,0,3,55.5,1
3586,0,2,17.8,1
3587,0,3,44.2,0
3588,1,1,0,0
3589,1,1,0,0
3590,0,1,1.6,0
3591,0,3,0,1
3592,1,2,0,0
3593,1,2,0,0
3594,0,1,5,0
3595,1,1,0,0
3596,1,1,4.5,1
3597,1,3,46.2,1
3598,0,1,0,0
3599,0,1,4.7,0
3600,1,3,53.4,1
3601,1,1,0,0
3602,1,1,5.6,0
3603,1,1,0,0
3604,1,1,3.7,0
3605,1,1,1.5,0
3606,0,3,43.4,1
3607,0,1,5.2,0
3608,0,1,4.6,0
3609,1,1,0,0
3610,0,3,38.3,0
3611,1,2,20.3,0
3612,1,1,0,0
3613,1,2,33.7,1
3614,1,1,5.3,0
3615,0,1,1,0
3616,1,2,23.5,1
3617,1,2,18,0
3618,0,1,0,0
3619,0,3,46,1
3620,1,3,57.5,1
3621,0,1,2.3,0
3622,0,2,16.3,0
3623,1,3,0,0
3624,1,3,48.1,1
3625,1,2,33,1
3626,1,1,1,0
3627,0,3,0,0
3628,1,1,2.9,0
3629,0,1,0,0
3630,0,3,55.1,0
3631,1,1,0,0
3632,1,2,14.8,0
3633,0,3,42.6,1
3634,1,3,55.6,1
3635,1,1,1.3,1
3636,0,2,12.4,0
3637,0,2,16.2,1
3638,0,1,1.6,0
3639,1,1,3.3,0
3640,0,1,0,0
3641,1,1,5.5,0
3642,1,2,21.4,1
3643,0,1,0,0
3644,0,3,38.2,0
3645,0,1,4.4,0
3646,1,3,37.5,1
3647,0,1,0,1
3648,0,2,14.6,0
3649,0,2,10.3,0
3650,1,1,4.2,0
3651,1,1,1.6,0
3652,1,3,56,0
3653,0,1,0.7,0
3654,1,3,57.9,0
3655,1,2,14.9,0
3656,0,3,0,0
3657,1,2,35.7,1
3658,1,3,38.3,0
3659,1,3,38.9,1
3660,1,2,30.7,1
3661,1,3,41.9,0
3662,1,3,41.7,0
3663,0,1,2.7,0
3664,1,2,0,0
3665,1,2,13.7,1
3666,0,2,17.7,1
3667,1,3,36.5,1
3668,1,3,54.8,1
3669,0,2,11.1,0
3670,1,2,26.8,1
3671,0,2,0,0
3672,1,3,0,1
3673,1,2,12.6,0
3674,1,2,0,0
3675,0,1,6,0
3676,1,1,1.5,0
3677,1,2,23.5,1
3678,1,2,21.3,0
3679,0,3,59.7,1
3680,1,3,0,0
3681,0,2,0,0
3682,1,3,45.8,1
3683,0,1,0,1
3684,0,3,0,1
3685,0,2,14.2,0
3686,1,3,42.2,0
3687,1,1,2.9,0
3688,0,2,6.6,0
3689,1,2,35.3,1
3690,0,1,2.9,0
3691,1,2,18.7,1
3692,1,3,40.1,0
3693,0,1,0,0
3694,0,2,0,0
3695,1,3,46.6,1
3696,1,2,12.2,0
3697,1,1,0,0
3698,1,3,59.4,0
3699,0,2,15.5,1
3700,0,1,4,0
3701,0,1,3.2,0
3702,0,3,41,1
3703,1,2,16.5,0
3704,0,1,1.8,0
3705,1,1,4.5,0
3706,1,3,36.5,0
3707,0,1,4.4,0
3708,1,2,32.2,1
3709,1,3,59.9,0
3710,0,3,54.1,1
3711,0,1,0.7,0
3712,1,3,53.8,1
3713,0,3,53.8,1
3714,1,2,17.6,1
3715,0,3,0,0
3716,1,3,58.7,1
3717,1,3,53.1,0
3718,0,2,8.7,0
3719,0,3,40,0
3720,1,3,48.4,0
3721,0,2,16,0
3722,1,2,31,1
3723,1,2,0,0
3724,1,1,4.2,0
3725,1,2,12.6,0
3726,1,1,0,0
3727,0,2,16.6,1
3728,1,2,33.7,1
3729,0,2,0,0
3730,0,1,0,0
3731,1,3,44,1
3732,1,3,0,0
3733,1,1,3.8,0
3734,0,3,39,1
3735,1,2,13.8,0
3736,1,1,2.1,0
3737,1,3,49.8,0
3738,1,1,2.1,1
3739,0,2,12.4,0
3740,0,2,10.5,0
3741,0,1,1.4,0
3742,1,1,5.4,0
3743,0,2,8.2,0
3744,1,3,56.2,0
3745,0,1,2.6,1
3746,0,2,12.6,0
3747,0,2,13,0
3748,1,1,3.7,0
3749,1,2,0,0
3750,1,3,56.7,0
3751,1,1,2.5,0
3752,1,3,50.5,1
3753,0,2,9.9,0
3754,0,1,0,0
3755,0,3,41.7,1
3756,0,2,8.7,0
3757,0,2,6.7,0
3758,1,2,15,0
3759,1,1,0,0
3760,0,2,9.5,0
3761,1,2,0,0
3762,1,3,59,1
3763,0,1,0,0
3764,1,3,50.1,1
3765,0,3,56.6,1
3766,0,1,5.3,0
3767,0,1,5,0
3768,1,3,40.8,0
3769,1,2,17.3,1
3770,1,1,0.2,0
3771,0,2,7.4,0
3772,1,1,3,0
3773,1,1,5,0
3774,0,2,7.9,0
3775,1,2,31.1,1
3776,1,2,0,0
3777,0,3,0,1
3778,0,1,0.4,0
3779,0,1,3.3,0
3780,0,3,0,0
3781,0,2,7,0
3782,0,3,49.6,0
3783,0,2,15.3,0
3784,0,1,4.6,0
3785,1,3,50.4,1
3786,1,3,53.7,1
3787,0,2,7.3,0
3788,1,2,30,1
3789,1,1,5.8,0
3790,0,1,2.5,0
3791,0,2,12.8,0
3792,1,3,39.2,1
3793,0,2,10.1,0
3794,0,3,53.3,1
3795,1,2,0,0
3796,1,1,0.3,0
3797,0,2,0,0
3798,1,2,19.5,1
3799,0,1,1.1,0
3800,0,2,15,1
3801,0,3,42.9,0
3802,1,3,46.3,1
3803,0,3,38,0
3804,1,2,22.7,1
3805,0,1,1.4,0
3806,0,2,15.2,0
3807,1,2,17.6,1
3808,0,1,0,0
3809,0,2,6.3,0
3810,1,2,27,1
3811,0,1,5.2,0
3812,1,3,38.1,1
3813,0,3,0,0
3814,1,1,2.5,1
3815,0,2,15.1,1
3816,0,3,39.1,0
3817,0,1,5.3,0
3818,0,3,51.7,1
3819,0,2,9.3,0
3820,0,1,0.9,0
3821,1,2,33.1,1
3822,0,1,0,0
3823,1,1,1.5,0
3824,1,2,24.2,1
3825,1,1,2.4,0
3826,1,1,0,0
3827,1,3,0,0
3828,0,2,7.1,0
3829,0,1,2.1,0
3830,0,3,0,0
3831,1,3,37.5,0
3832,1,1,3.8,0
3833,0,3,54.6,1
3834,1,1,0,0
3835,1,1,6,1
3836,0,2,11.6,1
3837,1,1,3.2,0
3838,0,3,0,0
3839,1,3,47.3,0
3840,1,3,42.1,1
3841,0,3,52.1,0
3842,1,2,16.4,1
3843,1,2,32.6,1
3844,0,3,0,1
3845,0,1,1,0
3846,1,2,0,0
3847,0,1,0.4,1
3848,1,1,3.8,0
3849,1,2,13.3,0
3850,0,2,0,0
3851,0,2,12,0
3852,0,1,0,0
3853,1,1,0,0
3854,0,1,5,0
3855,1,2,25.2,0
3856,1,1,0.7,0
3857,0,3,0,1
3858,1,2,34.6,1
3859,0,2,15,0
3860,0,2,10.4,0
3861,1,3,56.9,1
3862,0,1,3.1,0
3863,1,1,5.3,0
3864,0,3,54.8,1
3865,1,3,59.1,1
3866,1,1,4.3,0
3867,1,2,19.3,1
3868,1,2,31.2,1
3869,1,1,2.7,0
3870,0,2,0,0
3871,0,2,14.7,0
3872,0,1,2.7,0
3873,0,3,49.3,0
3874,0,1,0.5,1
3875,0,1,1.3,0
3876,1,2,0,0
3877,1,3,0,0
3878,1,1,3.1,0
3879,1,1,1.7,1
3880,0,2,11.9,0
3881,1,2,31.3,1
3882,0,3,0,0
3883,1,1,0.9,0
3884,0,3,0,0
3885,1,1,2.6,0
3886,0,1,4.1,0
3887,1,2,0,0
3888,1,1,0,0
3889,0,2,16.9,1
3890,1,2,34,1
3891,0,3,37.9,0
3892,1,2,34.8,1
3893,1,1,0.7,0
3894,1,1,2.1,0
3895,1,1,5.7,0
3896,0,2,11.1,0
3897,0,2,9.5,0
3898,1,1,5.3,0
3899,1,2,35.8,1
3900,0,3,56,0
3901,1,1,0,0
3902,1,2,30.9,1
3903,1,3,52,1
3904,0,3,0,0
3905,1,2,23.6,1
3906,1,1,2.5,0
3907,1,1,5.1,0
3908,0,1,0.6,0
3909,0,3,56.9,1
3910,0,3,41.9,0
3911,0,2,14,0
3912,1,3,59.3,1
3913,0,3,41.2,1
3914,1,3,0,0
3915,0,1,3.4,0
3916,0,2,0,0
3917,1,3,46.3,1
3918,1,2,0,0
3919,0,3,53.6,1
3920,0,1,6,0
3921,0,1,1.8,0
3922,1,2,28.1,1
3923,1,1,2.6,0
3924,0,2,11.6,0
3925,1,1,1.9,1
3926,1,1,0,0
3927,1,3,56.7,1
3928,0,1,3,0
3929,0,2,15.1,1
3930,1,1,0.2,0
3931,0,2,14.4,0
3932,0,2,15,1
3933,1,2,25,0
3934,0,3,40.8,0
3935,1,2,0,0
3936,1,2,20.4,1
3937,1,1,5,1
3938,0,2,7.1,0
3939,0,1,0,0
3940,1,3,40.5,1
3941,1,1,0,0
3942,0,1,2.6,1
3943,0,3,40.1,0
3944,1,1,0.9,0
3945,0,1,0,1
3946,0,3,0,0
3947,0,2,10.7,0
3948,1,3,52.7,0
3949,0,1,2.9,0
3950,1,3,57.7,0
3951,0,1,4.4,0
3952,1,2,30.1,1
3953,1,2,31,1
3954,1,3,59.7,0
3955,0,3,46,0
3956,1,3,52.3,0
3957,1,1,0,0
3958,0,2,7.6,0
3959,0,1,0.9,0
3960,0,1,0,0
3961,0,3,57.7,1
3962,0,2,6.8,0
3963,0,2,0,0
3964,0,2,10.5,0
3965,0,3,53.2,1
3966,1,3,0,0
3967,0,3,54,1
3968,1,3,41.2,0
3969,0,1,1.4,1
3970,0,2,16.5,1
3971,0,2,7.6,0
3972,1,3,46.1,0
3973,0,2,10.7,0
3974,1,2,22.5,1
3975,1,2,18.2,1
3976,1,3,36.9,1
3977,0,1,1,0
3978,1,3,56,1
3979,0,3,47.8,0
3980,0,2,0,0
3981,0,1,0.6,0
3982,1,1,2.8,0
3983,0,2,7.1,0
3984,0,3,56.2,1
3985,1,3,46.9,1
3986,0,2,17.7,0
3987,0,3,0,1
3988,1,1,5,1
3989,0,2,7.5,0
3990,0,2,10.5,0
3991,1,1,0.4,0
3992,0,2,18,0
3993,1,1,2.7,1
3994,0,3,50.1,1
3995,1,2,13.7,0
3996,0,2,16.1,0
3997,0,1,3.3,0
3998,0,1,3.5,0
3999,1,2,21.1,1
4000,1,2,27.4,1
4001,0,2,8.1,0
4002,1,1,2.5,0
4003,0,3,0,1
4004,0,1,3.4,0
4005,1,2,0,0
4006,1,3,57.6,1
4007,0,3,46.2,1
4008,1,2,35.1,1
4009,0,2,9.7,0
4010,0,2,13.3,0
4011,0,2,6.5,0
4012,0,3,43.4,0
4013,1,1,5.1,0
4014,0,2,14.3,0
4015,1,3,40.8,0
4016,1,1,3.3,0
4017,1,2,19.6,1
4018,1,1,2.8,0
4019,1,2,24.8,1
4020,1,2,18,0
4021,0,1,2.7,1
4022,0,1,3.2,1
4023,0,1,2.3,0
4024,0,1,4.4,1
4025,1,3,46.3,0
4026,1,1,1.9,0
4027,1,3,45.6,0
4028,1,1,0.3,0
4029,1,1,6,0
4030,0,1,0.5,0
4031,1,1,0,0
4032,0,2,8.8,0
4033,1,2,0,0
4034,1,2,13.8,0
4035,1,1,2.9,0
4036,1,2,25.9,1
4037,0,1,0.1,0
4038,1,1,4.5,0
4039,1,1,4.8,0
4040,1,2,27,1
4041,0,2,16.6,0
4042,0,2,10.7,0
4043,1,3,41,1
4044,1,2,19.9,1
4045,1,1,0,0
4046,0,3,57.5,0
4047,1,2,0,0
4048,1,1,0,0
4049,0,3,56.7,1
4050,1,2,0,0
4051,0,2,15.2,0
4052,1,3,0,1
4053,0,2,16.2,0
4054,0,2,6.5,0
4055,1,3,50.1,1
4056,1,1,4,0
4057,1,3,45,1
4058,1,2,26.1,1
4059,1,2,32.2,1
4060,1,3,50.3,0
4061,1,1,3.7,0
4062,0,1,0.2,0
4063,1,1,0,0
4064,1,3,0,1
4065,0,1,1.4,0
4066,0,3,38.7,0
4067,1,1,4.7,0
4068,1,3,57,1
4069,0,1,4.8,0
4070,1,1,0.2,0
4071,1,2,21.4,1
4072,1,1,0,0
4073,1,1,0.8,0
4074,0,2,14.2,0
4075,1,1,1.1,0
4076,0,1,5.8,0
4077,1,3,37.2,0
4078,1,1,0.6,1
4079,1,2,13.7,1
4080,1,3,37.5,0
4081,0,2,16.6,0
4082,0,3,59.6,1
4083,0,1,1.7,0
4084,0,2,14.7,1
4085,1,1,0.8,0
4086,1,2,30.1,1
4087,1,2,25.3,1
4088,0,1,5.1,0
4089,1,2,0,0
4090,0,2,11.8,0
4091,1,1,0.2,0
4092,0,2,11.5,0
4093,1,2,25.1,1
4094,0,1,1.1,0
4095,0,3,0,1
4096,1,3,47.3,0
4097,0,3,53,1
4098,1,2,20.9,0
4099,1,2,0,0
4100,1,2,16.9,1
4101,1,1,6,1
4102,0,1,2.8,0
4103,0,1,1.9,0
4104,1,3,45.9,0
4105,0,1,0.2,0
4106,1,3,43.4,1
4107,1,2,15.5,1
4108,0,2,16.9,1
4109,0,1,1.6,0
4110,1,2,30.2,1
4111,0,1,3.8,0
4112,1,2,0,0
4113,1,2,13.9,0
4114,1,2,0,0
4115,0,3,0,1
4116,1,3,46.8,1
4117,1,1,4.9,0
4118,1,2,14,0
4119,0,3,52.9,0
4120,1,3,36.1,0
4121,0,2,12,0
4122,1,2,12.6,1
4123,0,2,0,0
4124,1,1,3.4,0
4125,0,3,0,0
4126,1,1,4.2,1
4127,1,1,1.3,0
4128,1,2,25.8,1
4129,1,1,0,0
4130,0,2,10.7,1
4131,0,2,14.8,0
4132,0,2,8.2,0
4133,1,3,52.2,0
4134,0,3,48.8,0
4135,1,2,19.3,1
4136,0,3,37.2,1
4137,1,1,3.9,0
4138,1,3,0,1
4139,0,3,37.7,0
4140,0,2,0,0
4141,0,2,8.2,0
4142,1,2,21.4,1
4143,0,1,5.6,0
4144,0,2,9.3,0
4145,1,3,50.3,0
4146,0,2,6.9,0
4147,0,2,12.7,0
4148,0,2,13.1,0
4149,1,1,3.9,0
4150,0,2,15.9,0
4151,0,3,0,1
4152,0,1,0,1
4153,1,1,0.3,0
4154,1,2,0,0
4155,0,1,0.3,0
4156,0,1,4.4,0
4157,1,2,30.9,1
4158,0,3,0,1
4159,1,1,5.2,0
4160,1,3,47.1,0
4161,0,1,4.6,0
4162,1,3,41.5,0
4163,1,1,3.8,0
4164,0,1,2.8,1
4165,0,1,2.5,0
4166,1,1,0.3,0
4167,0,1,0,0
4168,1,3,0,1
4169,1,1,1.1,0
4170,0,1,2.6,0
4171,1,2,35.5,1
4172,1,2,29.3,1
4173,0,1,0.9,0
4174,0,2,0,0
4175,0,1,0,0
4176,0,3,41.4,0
4177,1,1,0.9,0
4178,1,2,26.2,1
4179,1,3,54.5,1
4180,1,3,0,1
4181,1,3,43.5,0
4182,1,3,47.2,0
4183,0,2,8.9,0
4184,1,1,0,0
4185,0,2,15,1
4186,1,3,47,1
4187,0,3,0,1
4188,1,1,4.6,0
4189,0,1,0.1,0
4190,1,1,2.5,0
4191,0,1,0,1
4192,0,2,15.9,0
4193,0,3,37.1,0
4194,0,3,0,1
4195,0,1,1.6,0
4196,0,1,0,1
4197,0,1,5.5,0
4198,0,3,39.3,0
4199,1,3,42.6,1
4200,0,2,15,0
4201,0,1,0.5,0
4202,1,1,0,0
4203,0,1,2.3,0
4204,0,1,1.8,0
4205,1,2,28.9,1
4206,1,1,0,0
4207,1,3,45,0
4208,1,3,40.2,1
4209,0,3,50,1
4210,0,1,0.7,0
4211,1,3,49.3,0
4212,1,3,0,0
4213,1,3,37.8,1
4214,1,3,0,0
4215,1,2,21.4,0
4216,0,2,8.7,0
4217,1,1,1.9,0
4218,1,2,19.4,0
4219,0,2,16.7,0
4220,0,2,12,0
4221,0,2,10.9,0
4222,0,2,10.5,0
4223,1,2,30,1
4224,1,3,44.9,1
4225,0,1,0,0
4226,1,3,47.4,0
4227,1,1,2,0
4228,1,2,13.6,1
4229,0,2,12.7,0
4230,0,1,1.9,0
4231,0,1,5.1,0
4232,0,3,56.5,0
4233,0,2,12.2,0
4234,0,1,0,1
4235,0,3,0,1
4236,1,1,4.1,1
4237,0,2,6.8,0
4238,1,3,56.2,0
4239,0,3,53.5,0
4240,0,1,0,0
4241,0,3,46,1
4242,1,2,28.8,1
4243,0,1,0.1,1
4244,1,2,32.2,1
4245,1,1,1.6,0
4246,0,1,0,0
4247,0,2,17.1,0
4248,1,3,0,1
4249,0,2,14.3,0
4250,0,2,13.8,0
4251,0,1,3.7,0
4252,1,1,0.7,0
4253,0,2,0,0
4254,0,2,11.7,0
4255,1,2,29.1,1
4256,0,1,3.6,0
4257,1,2,0,0
4258,1,3,54,0
4259,0,2,6.2,0
4260,0,2,0,0
4261,1,3,0,0
4262,1,2,34.2,1
4263,0,2,6.7,0
4264,0,3,56.8,0
4265,0,3,39.4,1
4266,0,3,37.5,0
4267,1,1,4.3,0
4268,0,1,4,0
4269,1,3,0,0
4270,0,2,16.8,0
4271,0,2,11.5,0
4272,0,3,59.6,1
4273,0,2,14,0
4274,1,1,4,0
4275,1,1,0,0
4276,0,2,0,0
4277,0,1,0,1
4278,1,2,29.8,1
4279,0,1,0,0
4280,1,2,23.6,0
4281,1,3,42.6,0
4282,1,1,3.5,0
4283,1,1,0.2,1
4284,1,2,23.4,1
4285,1,2,17.8,1
4286,0,1,2,0
4287,0,2,12.7,0
4288,1,1,2.2,0
4289,1,1,5.2,1
4290,0,3,43.5,1
4291,1,3,57,1
4292,1,1,0,0
4293,0,1,4.9,0
4294,1,2,32.3,1
4295,1,3,42.8,1
4296,1,1,4.1,0
4297,1,3,36.1,0
4298,1,2,0,0
4299,1,3,52.4,0
4300,1,2,26.1,1
4301,1,2,0,0
4302,1,1,0,0
4303,0,1,0.5,0
4304,1,2,27,1
4305,0,3,46.7,1
4306,1,3,55.9,1
4307,1,1,4.1,0
4308,1,1,2,0
4309,0,1,0,1
4310,1,3,59.3,0
4311,0,1,3.1,0
4312,0,2,0,0
4313,0,2,15.5,0
4314,0,2,17.4,0
4315,1,2,32.7,1
4316,1,2,0,0
4317,1,1,4.2,0
4318,0,3,42.2,1
4319,0,2,13,0
4320,0,1,3,0
4321,1,1,2.6,0
4322,0,3,36.1,0
4323,1,2,33.2,1
4324,1,1,4.2,0
4325,0,2,0,0
4326,1,1,3,0
4327,1,3,52.8,1
4328,1,2,34.5,1
4329,1,3,0,0
4330,1,1,2.4,0
4331,1,2,26.3,1
4332,0,2,15.7,0
4333,0,2,11,0
4334,1,1,3.6,0
4335,1,2,18.2,1
4336,0,1,5.4,0
4337,0,1,4.8,0
4338,0,3,36.3,1
4339,0,1,5.1,0
4340,0,1,0.4,0
4341,1,3,49,0
4342,0,3,50.7,0
4343,0,3,58,1
4344,0,2,0,0
4345,1,3,39.5,0
4346,1,2,31.4,1
4347,0,2,16.2,0
4348,1,1,0,0
4349,1,2,0,0
4350,1,1,2.8,0
4351,1,3,0,1
4352,1,3,39.7,1
4353,1,2,15.6,0
4354,0,3,59.5,1
4355,1,3,52.1,1
4356,0,2,10.1,0
4357,0,3,0,1
4358,1,3,53.8,0
4359,0,2,10.7,0
4360,1,1,5.1,0
4361,0,3,0,1
4362,1,1,5.8,0
4363,1,3,36.4,0
4364,0,1,5.3,0
4365,1,2,22.7,1
4366,1,1,2,0
4367,1,1,3.9,0
4368,0,1,2.5,0
4369,0,3,49.6,0
4370,1,3,45,0
4371,1,2,17.2,0
4372,1,2,31.3,1
4373,1,3,56,1
4374,0,3,54.5,0
4375,0,2,0,0
4376,1,1,0,0
4377,0,3,0,1
4378,1,1,5.5,0
4379,0,2,16.5,0
4380,1,2,27,0
4381,0,3,0,0
4382,1,1,1.8,1
4383,1,3,41.3,0
4384,1,3,54.4,1
4385,0,1,4.6,0
4386,1,2,16.3,1
4387,0,1,0,0
4388,0,1,0.3,0
4389,0,2,12.9,0
4390,1,3,58.9,0
4391,1,1,2.5,0
4392,1,3,58.3,0
4393,0,1,0.8,0
4394,1,2,28.5,1
4395,0,2,0,0
4396,1,2,34.8,1
4397,0,1,0,0
4398,0,3,59.3,1
4399,1,2,23,1
4400,1,2,18.4,1
4401,1,2,35.5,1
4402,0,1,4.8,0
4403,0,1,0,0
4404,1,3,56.7,1
4405,1,3,60,0
4406,0,1,0.4,1
4407,1,1,4.3,1
4408,0,2,9.1,0
4409,0,2,0,0
4410,1,3,42,0
4411,1,3,51.8,1
4412,0,1,4.7,1
4413,0,3,46.6,0
4414,1,1,5.3,0
4415,0,1,0,0
4416,1,1,4.7,1
4417,1,3,52.6,0
4418,0,2,10.9,0
4419,0,1,0,0
4420,0,1,4.7,0
4421,0,1,3.8,1
4422,1,2,13.9,0
4423,1,3,52.2,1
4424,0,3,47,1
4425,1,3,54,0
4426,1,3,0,0
4427,0,3,47.6,0
4428,0,2,9.1,0
4429,1,1,2.1,0
4430,1,3,41.1,0
4431,1,2,29.7,1
4432,1,1,0,1
4433,0,2,11.4,0
4434,0,3,56.5,1
4435,0,3,48.8,1
4436,0,3,53.6,1
4437,1,3,52.2,1
4438,0,2,0,0
4439,0,1,0,0
4440,1,1,0,1
4441,1,1,4.8,1
4442,1,3,45.8,0
4443,1,3,48.8,1
4444,0,2,0,0
4445,0,2,0,0
4446,0,1,1.3,0
4447,0,2,0,0
4448,0,1,3.5,0
4449,0,3,56.4,1
4450,0,1,0,0
4451,1,1,3.7,1
4452,0,3,48.7,0
4453,0,3,57.1,1
4454,0,2,14.5,0
4455,1,1,2.2,0
4456,0,1,2.8,0
4457,0,3,50.3,1
4458,1,3,43.4,1
4459,0,2,8.6,0
4460,1,2,23.7,1
4461,0,3,44.5,1
4462,1,2,24.2,1
4463,0,1,4.4,0
4464,0,3,0,0
4465,1,2,13.3,0
4466,0,1,0,0
4467,1,3,57.4,0
4468,1,1,5.5,0
4469,1,2,16.5,0
4470,0,2,11.6,0
4471,1,2,0,0
4472,1,3,54.7,0
4473,1,3,0,1
4474,0,1,2.1,0
4475,0,1,4.3,0
4476,1,2,16,1
4477,1,1,1,0
4478,1,3,48.8,0
4479,0,1,2,0
4480,1,3,44.7,1
4481,1,2,15,1
4482,1,1,4.9,0
4483,0,3,45.4,0
4484,0,1,4.2,0
4485,1,3,44.4,1
4486,0,3,41,1
4487,1,2,0,0
4488,1,3,42,0
4489,0,2,17.8,0
4490,1,2,31.4,1
4491,1,1,4.2,0
4492,1,3,0,1
4493,0,1,5.9,0
4494,0,1,3.8,1
4495,0,2,14.2,0
4496,1,3,56.5,1
4497,0,2,15.1,0
4498,1,2,25.1,1
4499,0,1,1.5,0
4500,0,1,0,0
4501,0,3,50.5,0
4502,1,2,34.8,1
4503,0,3,39.7,0
4504,1,2,20.4,1
4505,0,3,49.7,1
4506,0,3,42,0
4507,1,2,15.7,0
4508,1,3,43,0
4509,0,2,14.4,0
4510,1,3,53.9,0
4511,0,2,0,0
4512,0,3,53.7,1
4513,1,2,25.6,0
4514,0,2,17.4,1
4515,0,2,15.2,1
4516,0,2,12.5,0
4517,1,2,22.1,1
4518,0,1,0,0
4519,1,3,51.4,1
4520,1,1,5.8,0
4521,1,1,0.7,0
4522,1,3,42.5,0
4523,1,2,26.1,0
4524,1,3,55.9,1
4525,0,3,37.9,0
4526,1,3,0,0
4527,1,3,56.9,1
4528,1,2,32,1
4529,0,2,6.6,0
4530,1,1,4.9,0
4531,0,3,0,0
4532,0,3,39.5,0
4533,1,1,4,0
4534,1,1,1.8,0
4535,1,3,58.1,1
4536,1,1,3,0
4537,0,1,1.8,0
4538,0,3,0,0
4539,1,2,25.7,0
4540,0,2,10.7,1
4541,1,3,38.2,1
4542,0,1,0,1
4543,1,1,0.3,0
4544,0,2,17.3,1
4545,1,3,0,1
4546,0,1,0.3,0
4547,1,2,21.5,1
4548,1,1,5,0
4549,0,3,56.7,0
4550,1,1,4.5,0
4551,1,1,2.9,0
4552,0,1,1.4,0
4553,1,3,37.9,1
4554,1,2,26,1
4555,0,2,12.8,0
4556,0,3,37.3,0
4557,1,3,59.4,1
4558,1,1,3.8,0
4559,0,1,2,0
4560,1,1,0,0
4561,1,1,5.9,0
4562,1,1,2.7,0
4563,1,2,13.2,0
4564,1,2,0,0
4565,1,1,1.5,0
4566,1,3,37.3,1
4567,0,2,7.2,0
